/Users/snitil/Library/CloudStorage/OneDrive-McGillUniversity/McGill/U3/F2025/ECON302/innovationshowcase/src/sentiment_analysis.py:13: DeprecationWarning: 
Pyarrow will become a required dependency of pandas in the next major release of pandas (pandas 3.0),
2025-11-16 14:26:21,252 - INFO - fetching guardian page 11 for New Zealand (2015-10-01 to 2015-12-31)
2025-11-16 14:26:22,888 - INFO - fetching guardian page 12 for New Zealand (2015-10-01 to 2015-12-31)
2025-11-16 14:26:24,573 - INFO - fetching guardian page 13 for New Zealand (2015-10-01 to 2015-12-31)
2025-11-16 14:26:26,281 - INFO - fetching guardian page 14 for New Zealand (2015-10-01 to 2015-12-31)
2025-11-16 14:26:27,978 - INFO - fetching guardian page 15 for New Zealand (2015-10-01 to 2015-12-31)
2025-11-16 14:26:29,643 - INFO - fetching guardian page 16 for New Zealand (2015-10-01 to 2015-12-31)
2025-11-16 14:26:31,273 - INFO - fetching guardian page 17 for New Zealand (2015-10-01 to 2015-12-31)
2025-11-16 14:26:32,968 - INFO - fetching guardian page 18 for New Zealand (2015-10-01 to 2015-12-31)
2025-11-16 14:26:34,650 - INFO - fetching guardian page 19 for New Zealand (2015-10-01 to 2015-12-31)
2025-11-16 14:26:36,325 - INFO - fetching guardian page 20 for New Zealand (2015-10-01 to 2015-12-31)
2025-11-16 14:26:38,049 - INFO - fetched 10 relevant articles for New Zealand after filtering
2025-11-16 14:26:39,164 - INFO - ✓ completed New Zealand 2015 (418 articles)
2025-11-16 14:26:39,164 - INFO - using guardian api for New Zealand 2016
2025-11-16 14:26:39,164 - INFO - using guardian api key: 54917b96...
2025-11-16 14:26:39,164 - INFO - fetching guardian page 1 for New Zealand (2016-01-01 to 2016-03-31)
2025-11-16 14:26:40,875 - INFO - fetching guardian page 2 for New Zealand (2016-01-01 to 2016-03-31)
2025-11-16 14:26:42,513 - INFO - fetching guardian page 3 for New Zealand (2016-01-01 to 2016-03-31)
2025-11-16 14:26:44,209 - INFO - fetching guardian page 4 for New Zealand (2016-01-01 to 2016-03-31)
2025-11-16 14:26:45,922 - INFO - fetching guardian page 5 for New Zealand (2016-01-01 to 2016-03-31)
2025-11-16 14:26:47,623 - INFO - fetching guardian page 6 for New Zealand (2016-01-01 to 2016-03-31)
2025-11-16 14:26:49,328 - INFO - fetching guardian page 7 for New Zealand (2016-01-01 to 2016-03-31)
2025-11-16 14:26:51,000 - INFO - fetching guardian page 8 for New Zealand (2016-01-01 to 2016-03-31)
2025-11-16 14:26:52,708 - INFO - fetching guardian page 9 for New Zealand (2016-01-01 to 2016-03-31)
2025-11-16 14:26:54,338 - INFO - fetching guardian page 10 for New Zealand (2016-01-01 to 2016-03-31)
2025-11-16 14:26:56,023 - INFO - fetching guardian page 11 for New Zealand (2016-01-01 to 2016-03-31)
2025-11-16 14:26:57,724 - INFO - fetching guardian page 12 for New Zealand (2016-01-01 to 2016-03-31)
2025-11-16 14:26:59,425 - INFO - fetching guardian page 13 for New Zealand (2016-01-01 to 2016-03-31)
2025-11-16 14:27:01,124 - INFO - fetching guardian page 14 for New Zealand (2016-01-01 to 2016-03-31)
2025-11-16 14:27:02,747 - INFO - fetching guardian page 15 for New Zealand (2016-01-01 to 2016-03-31)
2025-11-16 14:27:04,447 - INFO - fetching guardian page 16 for New Zealand (2016-01-01 to 2016-03-31)
2025-11-16 14:27:06,131 - INFO - fetching guardian page 17 for New Zealand (2016-01-01 to 2016-03-31)
2025-11-16 14:27:07,800 - INFO - fetching guardian page 18 for New Zealand (2016-01-01 to 2016-03-31)
2025-11-16 14:27:09,488 - INFO - fetching guardian page 19 for New Zealand (2016-01-01 to 2016-03-31)
2025-11-16 14:27:11,138 - INFO - fetching guardian page 20 for New Zealand (2016-01-01 to 2016-03-31)
2025-11-16 14:27:12,839 - INFO - fetched 19 relevant articles for New Zealand after filtering
2025-11-16 14:27:13,952 - INFO - fetching guardian page 1 for New Zealand (2016-04-01 to 2016-06-30)
2025-11-16 14:27:15,659 - INFO - fetching guardian page 2 for New Zealand (2016-04-01 to 2016-06-30)
2025-11-16 14:27:17,354 - INFO - fetching guardian page 3 for New Zealand (2016-04-01 to 2016-06-30)
2025-11-16 14:27:18,980 - INFO - fetching guardian page 4 for New Zealand (2016-04-01 to 2016-06-30)
2025-11-16 14:27:20,674 - INFO - fetching guardian page 5 for New Zealand (2016-04-01 to 2016-06-30)
2025-11-16 14:27:22,355 - INFO - fetching guardian page 6 for New Zealand (2016-04-01 to 2016-06-30)
2025-11-16 14:27:24,048 - INFO - fetching guardian page 7 for New Zealand (2016-04-01 to 2016-06-30)
2025-11-16 14:27:25,735 - INFO - fetching guardian page 8 for New Zealand (2016-04-01 to 2016-06-30)
2025-11-16 14:27:27,379 - INFO - fetching guardian page 9 for New Zealand (2016-04-01 to 2016-06-30)
2025-11-16 14:27:29,055 - INFO - fetching guardian page 10 for New Zealand (2016-04-01 to 2016-06-30)
2025-11-16 14:27:30,731 - INFO - fetching guardian page 11 for New Zealand (2016-04-01 to 2016-06-30)
2025-11-16 14:27:32,438 - INFO - fetching guardian page 12 for New Zealand (2016-04-01 to 2016-06-30)
2025-11-16 14:27:34,130 - INFO - fetching guardian page 13 for New Zealand (2016-04-01 to 2016-06-30)
2025-11-16 14:27:35,737 - INFO - fetching guardian page 14 for New Zealand (2016-04-01 to 2016-06-30)
2025-11-16 14:27:37,434 - INFO - fetching guardian page 15 for New Zealand (2016-04-01 to 2016-06-30)
2025-11-16 14:27:39,130 - INFO - fetching guardian page 16 for New Zealand (2016-04-01 to 2016-06-30)
2025-11-16 14:27:40,841 - INFO - fetching guardian page 17 for New Zealand (2016-04-01 to 2016-06-30)
2025-11-16 14:27:42,521 - INFO - fetching guardian page 18 for New Zealand (2016-04-01 to 2016-06-30)
2025-11-16 14:27:44,182 - INFO - fetching guardian page 19 for New Zealand (2016-04-01 to 2016-06-30)
2025-11-16 14:27:45,856 - INFO - fetching guardian page 20 for New Zealand (2016-04-01 to 2016-06-30)
2025-11-16 14:27:47,506 - INFO - fetched 12 relevant articles for New Zealand after filtering
2025-11-16 14:27:48,621 - INFO - fetching guardian page 1 for New Zealand (2016-07-01 to 2016-09-30)
2025-11-16 14:27:50,287 - INFO - fetching guardian page 2 for New Zealand (2016-07-01 to 2016-09-30)
2025-11-16 14:27:51,953 - INFO - fetching guardian page 3 for New Zealand (2016-07-01 to 2016-09-30)
2025-11-16 14:27:53,718 - INFO - fetching guardian page 4 for New Zealand (2016-07-01 to 2016-09-30)
2025-11-16 14:27:55,394 - INFO - fetching guardian page 5 for New Zealand (2016-07-01 to 2016-09-30)
2025-11-16 14:27:57,194 - INFO - fetching guardian page 6 for New Zealand (2016-07-01 to 2016-09-30)
2025-11-16 14:27:58,853 - INFO - fetching guardian page 7 for New Zealand (2016-07-01 to 2016-09-30)
2025-11-16 14:28:00,521 - INFO - fetching guardian page 8 for New Zealand (2016-07-01 to 2016-09-30)
2025-11-16 14:28:02,190 - INFO - fetching guardian page 9 for New Zealand (2016-07-01 to 2016-09-30)
2025-11-16 14:28:03,895 - INFO - fetching guardian page 10 for New Zealand (2016-07-01 to 2016-09-30)
2025-11-16 14:28:05,580 - INFO - fetching guardian page 11 for New Zealand (2016-07-01 to 2016-09-30)
2025-11-16 14:28:07,218 - INFO - fetching guardian page 12 for New Zealand (2016-07-01 to 2016-09-30)
2025-11-16 14:28:08,915 - INFO - fetching guardian page 13 for New Zealand (2016-07-01 to 2016-09-30)
2025-11-16 14:28:10,591 - INFO - fetching guardian page 14 for New Zealand (2016-07-01 to 2016-09-30)
2025-11-16 14:28:12,284 - INFO - fetching guardian page 15 for New Zealand (2016-07-01 to 2016-09-30)
2025-11-16 14:28:13,977 - INFO - fetching guardian page 16 for New Zealand (2016-07-01 to 2016-09-30)
2025-11-16 14:28:15,600 - INFO - fetching guardian page 17 for New Zealand (2016-07-01 to 2016-09-30)
2025-11-16 14:28:17,290 - INFO - fetching guardian page 18 for New Zealand (2016-07-01 to 2016-09-30)
2025-11-16 14:28:18,969 - INFO - fetching guardian page 19 for New Zealand (2016-07-01 to 2016-09-30)
2025-11-16 14:28:20,688 - INFO - fetching guardian page 20 for New Zealand (2016-07-01 to 2016-09-30)
2025-11-16 14:28:22,389 - INFO - fetched 6 relevant articles for New Zealand after filtering
2025-11-16 14:28:23,494 - INFO - fetching guardian page 1 for New Zealand (2016-10-01 to 2016-12-31)
2025-11-16 14:28:25,150 - INFO - fetching guardian page 2 for New Zealand (2016-10-01 to 2016-12-31)
2025-11-16 14:28:26,850 - INFO - fetching guardian page 3 for New Zealand (2016-10-01 to 2016-12-31)
2025-11-16 14:28:28,550 - INFO - fetching guardian page 4 for New Zealand (2016-10-01 to 2016-12-31)
2025-11-16 14:28:30,233 - INFO - fetching guardian page 5 for New Zealand (2016-10-01 to 2016-12-31)
2025-11-16 14:28:31,891 - INFO - fetching guardian page 6 for New Zealand (2016-10-01 to 2016-12-31)
2025-11-16 14:28:33,542 - INFO - fetching guardian page 7 for New Zealand (2016-10-01 to 2016-12-31)
2025-11-16 14:28:35,233 - INFO - fetching guardian page 8 for New Zealand (2016-10-01 to 2016-12-31)
2025-11-16 14:28:36,949 - INFO - fetching guardian page 9 for New Zealand (2016-10-01 to 2016-12-31)
2025-11-16 14:28:38,609 - INFO - fetching guardian page 10 for New Zealand (2016-10-01 to 2016-12-31)
2025-11-16 14:28:40,269 - INFO - fetching guardian page 11 for New Zealand (2016-10-01 to 2016-12-31)
2025-11-16 14:28:41,949 - INFO - fetching guardian page 12 for New Zealand (2016-10-01 to 2016-12-31)
2025-11-16 14:28:43,670 - INFO - fetching guardian page 13 for New Zealand (2016-10-01 to 2016-12-31)
2025-11-16 14:28:45,310 - INFO - fetching guardian page 14 for New Zealand (2016-10-01 to 2016-12-31)
2025-11-16 14:28:46,999 - INFO - fetching guardian page 15 for New Zealand (2016-10-01 to 2016-12-31)
2025-11-16 14:28:48,653 - INFO - fetching guardian page 16 for New Zealand (2016-10-01 to 2016-12-31)
2025-11-16 14:28:50,325 - INFO - fetching guardian page 17 for New Zealand (2016-10-01 to 2016-12-31)
2025-11-16 14:28:52,050 - INFO - fetching guardian page 18 for New Zealand (2016-10-01 to 2016-12-31)
2025-11-16 14:28:53,825 - INFO - fetching guardian page 19 for New Zealand (2016-10-01 to 2016-12-31)
2025-11-16 14:28:55,435 - INFO - fetching guardian page 20 for New Zealand (2016-10-01 to 2016-12-31)
2025-11-16 14:28:57,161 - INFO - fetched 14 relevant articles for New Zealand after filtering
2025-11-16 14:28:58,276 - INFO - ✓ completed New Zealand 2016 (360 articles)
2025-11-16 14:28:58,276 - INFO - using guardian api for Norway 2010
2025-11-16 14:28:58,276 - INFO - using guardian api key: 54917b96...
2025-11-16 14:28:58,276 - INFO - fetching guardian page 1 for Norway (2010-01-01 to 2010-03-31)
2025-11-16 14:28:58,838 - INFO - fetched 1 relevant articles for Norway after filtering
2025-11-16 14:28:59,950 - INFO - fetching guardian page 1 for Norway (2010-04-01 to 2010-06-30)
2025-11-16 14:29:00,462 - INFO - fetched 0 relevant articles for Norway after filtering
2025-11-16 14:29:01,574 - INFO - fetching guardian page 1 for Norway (2010-07-01 to 2010-09-30)
2025-11-16 14:29:02,148 - INFO - fetched 0 relevant articles for Norway after filtering
2025-11-16 14:29:03,258 - INFO - fetching guardian page 1 for Norway (2010-10-01 to 2010-12-31)
2025-11-16 14:29:03,731 - INFO - fetched 0 relevant articles for Norway after filtering
2025-11-16 14:29:04,839 - INFO - ✓ completed Norway 2010 (235 articles)
2025-11-16 14:29:04,839 - INFO - using guardian api for Norway 2011
2025-11-16 14:29:04,839 - INFO - using guardian api key: 54917b96...
2025-11-16 14:29:04,839 - INFO - fetching guardian page 1 for Norway (2011-01-01 to 2011-03-31)
2025-11-16 14:29:05,323 - INFO - fetched 1 relevant articles for Norway after filtering
2025-11-16 14:29:06,433 - INFO - fetching guardian page 1 for Norway (2011-04-01 to 2011-06-30)
2025-11-16 14:29:07,002 - INFO - fetched 0 relevant articles for Norway after filtering
2025-11-16 14:29:08,112 - INFO - fetching guardian page 1 for Norway (2011-07-01 to 2011-09-30)
2025-11-16 14:29:08,575 - INFO - fetched 2 relevant articles for Norway after filtering
2025-11-16 14:29:09,677 - INFO - fetching guardian page 1 for Norway (2011-10-01 to 2011-12-31)
2025-11-16 14:29:10,142 - INFO - fetched 1 relevant articles for Norway after filtering
2025-11-16 14:29:11,256 - INFO - ✓ completed Norway 2011 (222 articles)
2025-11-16 14:29:11,256 - INFO - using guardian api for Norway 2012
2025-11-16 14:29:11,256 - INFO - using guardian api key: 54917b96...
2025-11-16 14:29:11,256 - INFO - fetching guardian page 1 for Norway (2012-01-01 to 2012-03-31)
2025-11-16 14:29:11,724 - INFO - fetched 0 relevant articles for Norway after filtering
2025-11-16 14:29:12,833 - INFO - fetching guardian page 1 for Norway (2012-04-01 to 2012-06-30)
2025-11-16 14:29:13,287 - INFO - fetched 4 relevant articles for Norway after filtering
2025-11-16 14:29:14,394 - INFO - fetching guardian page 1 for Norway (2012-07-01 to 2012-09-30)
2025-11-16 14:29:14,865 - INFO - fetched 1 relevant articles for Norway after filtering
2025-11-16 14:29:15,970 - INFO - fetching guardian page 1 for Norway (2012-10-01 to 2012-12-31)
2025-11-16 14:29:16,476 - INFO - fetched 3 relevant articles for Norway after filtering
2025-11-16 14:29:17,584 - INFO - ✓ completed Norway 2012 (220 articles)
2025-11-16 14:29:17,584 - INFO - using guardian api for Norway 2013
2025-11-16 14:29:17,584 - INFO - using guardian api key: 54917b96...
2025-11-16 14:29:17,584 - INFO - fetching guardian page 1 for Norway (2013-01-01 to 2013-03-31)
2025-11-16 14:29:18,172 - INFO - fetched 2 relevant articles for Norway after filtering
2025-11-16 14:29:19,282 - INFO - fetching guardian page 1 for Norway (2013-04-01 to 2013-06-30)
2025-11-16 14:29:19,859 - INFO - fetched 1 relevant articles for Norway after filtering
2025-11-16 14:29:20,971 - INFO - fetching guardian page 1 for Norway (2013-07-01 to 2013-09-30)
2025-11-16 14:29:21,694 - INFO - fetched 2 relevant articles for Norway after filtering
2025-11-16 14:29:22,800 - INFO - fetching guardian page 1 for Norway (2013-10-01 to 2013-12-31)
2025-11-16 14:29:23,403 - INFO - fetched 2 relevant articles for Norway after filtering
2025-11-16 14:29:24,507 - INFO - ✓ completed Norway 2013 (294 articles)
2025-11-16 14:29:24,507 - INFO - using guardian api for Norway 2014
2025-11-16 14:29:24,508 - INFO - using guardian api key: 54917b96...
2025-11-16 14:29:24,508 - INFO - fetching guardian page 1 for Norway (2014-01-01 to 2014-03-31)
2025-11-16 14:29:25,084 - INFO - fetched 4 relevant articles for Norway after filtering
2025-11-16 14:29:26,189 - INFO - fetching guardian page 1 for Norway (2014-04-01 to 2014-06-30)
2025-11-16 14:29:26,790 - INFO - fetched 1 relevant articles for Norway after filtering
2025-11-16 14:29:27,902 - INFO - fetching guardian page 1 for Norway (2014-07-01 to 2014-09-30)
2025-11-16 14:29:28,420 - INFO - fetched 0 relevant articles for Norway after filtering
2025-11-16 14:29:29,528 - INFO - fetching guardian page 1 for Norway (2014-10-01 to 2014-12-31)
2025-11-16 14:29:30,112 - INFO - fetched 2 relevant articles for Norway after filtering
2025-11-16 14:29:31,221 - INFO - ✓ completed Norway 2014 (310 articles)
2025-11-16 14:29:31,221 - INFO - using guardian api for Norway 2015
2025-11-16 14:29:31,222 - INFO - using guardian api key: 54917b96...
2025-11-16 14:29:31,222 - INFO - fetching guardian page 1 for Norway (2015-01-01 to 2015-03-31)
2025-11-16 14:29:31,810 - INFO - fetched 0 relevant articles for Norway after filtering
2025-11-16 14:29:32,921 - INFO - fetching guardian page 1 for Norway (2015-04-01 to 2015-06-30)
2025-11-16 14:29:33,465 - INFO - fetched 0 relevant articles for Norway after filtering
2025-11-16 14:29:34,577 - INFO - fetching guardian page 1 for Norway (2015-07-01 to 2015-09-30)
2025-11-16 14:29:35,179 - INFO - fetched 1 relevant articles for Norway after filtering
2025-11-16 14:29:36,284 - INFO - fetching guardian page 1 for Norway (2015-10-01 to 2015-12-31)
2025-11-16 14:29:36,811 - INFO - fetched 1 relevant articles for Norway after filtering
2025-11-16 14:29:37,916 - INFO - ✓ completed Norway 2015 (420 articles)
2025-11-16 14:29:37,917 - INFO - using guardian api for Norway 2016
2025-11-16 14:29:37,917 - INFO - using guardian api key: 54917b96...
2025-11-16 14:29:37,917 - INFO - fetching guardian page 1 for Norway (2016-01-01 to 2016-03-31)
2025-11-16 14:29:38,472 - INFO - fetched 1 relevant articles for Norway after filtering
2025-11-16 14:29:39,576 - INFO - fetching guardian page 1 for Norway (2016-04-01 to 2016-06-30)
2025-11-16 14:29:40,300 - INFO - fetched 4 relevant articles for Norway after filtering
2025-11-16 14:29:41,405 - INFO - fetching guardian page 1 for Norway (2016-07-01 to 2016-09-30)
2025-11-16 14:29:42,056 - INFO - fetched 1 relevant articles for Norway after filtering
2025-11-16 14:29:43,166 - INFO - fetching guardian page 1 for Norway (2016-10-01 to 2016-12-31)
2025-11-16 14:29:43,744 - INFO - fetched 0 relevant articles for Norway after filtering
2025-11-16 14:29:44,856 - INFO - ✓ completed Norway 2016 (366 articles)
2025-11-16 14:29:44,856 - INFO - using guardian api for Philippines 2010
2025-11-16 14:29:44,857 - INFO - using guardian api key: 54917b96...
2025-11-16 14:29:44,857 - INFO - fetching guardian page 1 for Philippines (2010-01-01 to 2010-03-31)
2025-11-16 14:29:45,377 - INFO - fetched 0 relevant articles for Philippines after filtering
2025-11-16 14:29:46,485 - INFO - fetching guardian page 1 for Philippines (2010-04-01 to 2010-06-30)
2025-11-16 14:29:46,965 - INFO - fetched 1 relevant articles for Philippines after filtering
2025-11-16 14:29:48,074 - INFO - fetching guardian page 1 for Philippines (2010-07-01 to 2010-09-30)
2025-11-16 14:29:48,620 - INFO - fetched 0 relevant articles for Philippines after filtering
2025-11-16 14:29:49,729 - INFO - fetching guardian page 1 for Philippines (2010-10-01 to 2010-12-31)
2025-11-16 14:29:50,227 - INFO - fetched 0 relevant articles for Philippines after filtering
2025-11-16 14:29:51,335 - INFO - ✓ completed Philippines 2010 (236 articles)
2025-11-16 14:29:51,335 - INFO - using guardian api for Philippines 2011
2025-11-16 14:29:51,336 - INFO - using guardian api key: 54917b96...
2025-11-16 14:29:51,336 - INFO - fetching guardian page 1 for Philippines (2011-01-01 to 2011-03-31)
2025-11-16 14:29:51,953 - INFO - fetched 0 relevant articles for Philippines after filtering
2025-11-16 14:29:53,059 - INFO - fetching guardian page 1 for Philippines (2011-04-01 to 2011-06-30)
2025-11-16 14:29:53,525 - INFO - fetched 0 relevant articles for Philippines after filtering
2025-11-16 14:29:54,641 - INFO - fetching guardian page 1 for Philippines (2011-07-01 to 2011-09-30)
2025-11-16 14:29:55,132 - INFO - fetched 1 relevant articles for Philippines after filtering
2025-11-16 14:29:56,238 - INFO - fetching guardian page 1 for Philippines (2011-10-01 to 2011-12-31)
2025-11-16 14:29:56,694 - INFO - fetched 0 relevant articles for Philippines after filtering
2025-11-16 14:29:57,801 - INFO - ✓ completed Philippines 2011 (223 articles)
2025-11-16 14:29:57,801 - INFO - using guardian api for Philippines 2012
2025-11-16 14:29:57,801 - INFO - using guardian api key: 54917b96...
2025-11-16 14:29:57,801 - INFO - fetching guardian page 1 for Philippines (2012-01-01 to 2012-03-31)
2025-11-16 14:29:58,250 - INFO - fetched 2 relevant articles for Philippines after filtering
2025-11-16 14:29:59,361 - INFO - fetching guardian page 1 for Philippines (2012-04-01 to 2012-06-30)
2025-11-16 14:29:59,836 - INFO - fetched 2 relevant articles for Philippines after filtering
2025-11-16 14:30:00,947 - INFO - fetching guardian page 1 for Philippines (2012-07-01 to 2012-09-30)
2025-11-16 14:30:01,409 - INFO - fetched 0 relevant articles for Philippines after filtering
2025-11-16 14:30:02,520 - INFO - fetching guardian page 1 for Philippines (2012-10-01 to 2012-12-31)
2025-11-16 14:30:02,989 - INFO - fetched 0 relevant articles for Philippines after filtering
2025-11-16 14:30:04,097 - INFO - ✓ completed Philippines 2012 (224 articles)
2025-11-16 14:30:04,097 - INFO - using guardian api for Philippines 2013
2025-11-16 14:30:04,097 - INFO - using guardian api key: 54917b96...
2025-11-16 14:30:04,097 - INFO - fetching guardian page 1 for Philippines (2013-01-01 to 2013-03-31)
2025-11-16 14:30:04,602 - INFO - fetched 2 relevant articles for Philippines after filtering
2025-11-16 14:30:05,713 - INFO - fetching guardian page 1 for Philippines (2013-04-01 to 2013-06-30)
2025-11-16 14:30:06,237 - INFO - fetched 1 relevant articles for Philippines after filtering
2025-11-16 14:30:07,348 - INFO - fetching guardian page 1 for Philippines (2013-07-01 to 2013-09-30)
2025-11-16 14:30:07,810 - INFO - fetched 0 relevant articles for Philippines after filtering
2025-11-16 14:30:08,923 - INFO - fetching guardian page 1 for Philippines (2013-10-01 to 2013-12-31)
2025-11-16 14:30:09,431 - INFO - fetched 5 relevant articles for Philippines after filtering
2025-11-16 14:30:10,536 - INFO - ✓ completed Philippines 2013 (302 articles)
2025-11-16 14:30:10,536 - INFO - using guardian api for Philippines 2014
2025-11-16 14:30:10,537 - INFO - using guardian api key: 54917b96...
2025-11-16 14:30:10,537 - INFO - fetching guardian page 1 for Philippines (2014-01-01 to 2014-03-31)
2025-11-16 14:30:11,078 - INFO - fetched 2 relevant articles for Philippines after filtering
2025-11-16 14:30:12,181 - INFO - fetching guardian page 1 for Philippines (2014-04-01 to 2014-06-30)
2025-11-16 14:30:12,673 - INFO - fetched 1 relevant articles for Philippines after filtering
2025-11-16 14:30:13,782 - INFO - fetching guardian page 1 for Philippines (2014-07-01 to 2014-09-30)
2025-11-16 14:30:14,362 - INFO - fetched 1 relevant articles for Philippines after filtering
2025-11-16 14:30:15,465 - INFO - fetching guardian page 1 for Philippines (2014-10-01 to 2014-12-31)
2025-11-16 14:30:16,072 - INFO - fetched 0 relevant articles for Philippines after filtering
2025-11-16 14:30:17,180 - INFO - ✓ completed Philippines 2014 (314 articles)
2025-11-16 14:30:17,180 - INFO - using guardian api for Philippines 2015
2025-11-16 14:30:17,181 - INFO - using guardian api key: 54917b96...
2025-11-16 14:30:17,181 - INFO - fetching guardian page 1 for Philippines (2015-01-01 to 2015-03-31)
2025-11-16 14:30:17,647 - INFO - fetched 2 relevant articles for Philippines after filtering
2025-11-16 14:30:18,758 - INFO - fetching guardian page 1 for Philippines (2015-04-01 to 2015-06-30)
2025-11-16 14:30:19,271 - INFO - fetched 1 relevant articles for Philippines after filtering
2025-11-16 14:30:20,374 - INFO - fetching guardian page 1 for Philippines (2015-07-01 to 2015-09-30)
2025-11-16 14:30:20,995 - INFO - fetched 3 relevant articles for Philippines after filtering
2025-11-16 14:30:22,101 - INFO - fetching guardian page 1 for Philippines (2015-10-01 to 2015-12-31)
2025-11-16 14:30:22,609 - INFO - fetched 1 relevant articles for Philippines after filtering
2025-11-16 14:30:23,723 - INFO - ✓ completed Philippines 2015 (427 articles)
2025-11-16 14:30:23,723 - INFO - using guardian api for Philippines 2016
2025-11-16 14:30:23,723 - INFO - using guardian api key: 54917b96...
2025-11-16 14:30:23,723 - INFO - fetching guardian page 1 for Philippines (2016-01-01 to 2016-03-31)
2025-11-16 14:30:24,463 - INFO - fetched 0 relevant articles for Philippines after filtering
2025-11-16 14:30:25,567 - INFO - fetching guardian page 1 for Philippines (2016-04-01 to 2016-06-30)
2025-11-16 14:30:26,178 - INFO - fetched 0 relevant articles for Philippines after filtering
2025-11-16 14:30:27,284 - INFO - fetching guardian page 1 for Philippines (2016-07-01 to 2016-09-30)
2025-11-16 14:30:27,928 - INFO - fetched 1 relevant articles for Philippines after filtering
2025-11-16 14:30:29,036 - INFO - fetching guardian page 1 for Philippines (2016-10-01 to 2016-12-31)
2025-11-16 14:30:29,614 - INFO - fetched 2 relevant articles for Philippines after filtering
2025-11-16 14:30:30,720 - INFO - ✓ completed Philippines 2016 (369 articles)
2025-11-16 14:30:30,720 - INFO - using guardian api for Singapore 2010
2025-11-16 14:30:30,721 - INFO - using guardian api key: 54917b96...
2025-11-16 14:30:30,721 - INFO - fetching guardian page 1 for Singapore (2010-01-01 to 2010-03-31)
2025-11-16 14:30:31,278 - INFO - fetched 0 relevant articles for Singapore after filtering
2025-11-16 14:30:32,389 - INFO - fetching guardian page 1 for Singapore (2010-04-01 to 2010-06-30)
2025-11-16 14:30:32,873 - INFO - fetched 3 relevant articles for Singapore after filtering
2025-11-16 14:30:33,985 - INFO - fetching guardian page 1 for Singapore (2010-07-01 to 2010-09-30)
2025-11-16 14:30:34,463 - INFO - fetched 2 relevant articles for Singapore after filtering
2025-11-16 14:30:35,575 - INFO - fetching guardian page 1 for Singapore (2010-10-01 to 2010-12-31)
2025-11-16 14:30:36,141 - INFO - fetched 3 relevant articles for Singapore after filtering
2025-11-16 14:30:37,249 - INFO - ✓ completed Singapore 2010 (244 articles)
2025-11-16 14:30:37,249 - INFO - using guardian api for Singapore 2011
2025-11-16 14:30:37,249 - INFO - using guardian api key: 54917b96...
2025-11-16 14:30:37,249 - INFO - fetching guardian page 1 for Singapore (2011-01-01 to 2011-03-31)
2025-11-16 14:30:37,798 - INFO - fetched 0 relevant articles for Singapore after filtering
2025-11-16 14:30:38,903 - INFO - fetching guardian page 1 for Singapore (2011-04-01 to 2011-06-30)
2025-11-16 14:30:39,401 - INFO - fetched 0 relevant articles for Singapore after filtering
2025-11-16 14:30:40,512 - INFO - fetching guardian page 1 for Singapore (2011-07-01 to 2011-09-30)
2025-11-16 14:30:41,093 - INFO - fetched 4 relevant articles for Singapore after filtering
2025-11-16 14:30:42,201 - INFO - fetching guardian page 1 for Singapore (2011-10-01 to 2011-12-31)
2025-11-16 14:30:42,813 - INFO - fetched 0 relevant articles for Singapore after filtering
2025-11-16 14:30:43,919 - INFO - ✓ completed Singapore 2011 (227 articles)
2025-11-16 14:30:43,919 - INFO - using guardian api for Singapore 2012
2025-11-16 14:30:43,920 - INFO - using guardian api key: 54917b96...
2025-11-16 14:30:43,920 - INFO - fetching guardian page 1 for Singapore (2012-01-01 to 2012-03-31)
2025-11-16 14:30:44,416 - INFO - fetched 3 relevant articles for Singapore after filtering
2025-11-16 14:30:45,523 - INFO - fetching guardian page 1 for Singapore (2012-04-01 to 2012-06-30)
2025-11-16 14:30:46,080 - INFO - fetched 4 relevant articles for Singapore after filtering
2025-11-16 14:30:47,189 - INFO - fetching guardian page 1 for Singapore (2012-07-01 to 2012-09-30)
2025-11-16 14:30:47,667 - INFO - fetched 1 relevant articles for Singapore after filtering
2025-11-16 14:30:48,770 - INFO - fetching guardian page 1 for Singapore (2012-10-01 to 2012-12-31)
2025-11-16 14:30:49,258 - INFO - fetched 5 relevant articles for Singapore after filtering
2025-11-16 14:30:50,364 - INFO - ✓ completed Singapore 2012 (237 articles)
2025-11-16 14:30:50,364 - INFO - using guardian api for Singapore 2013
2025-11-16 14:30:50,364 - INFO - using guardian api key: 54917b96...
2025-11-16 14:30:50,364 - INFO - fetching guardian page 1 for Singapore (2013-01-01 to 2013-03-31)
2025-11-16 14:30:50,957 - INFO - fetched 2 relevant articles for Singapore after filtering
2025-11-16 14:30:52,069 - INFO - fetching guardian page 1 for Singapore (2013-04-01 to 2013-06-30)
2025-11-16 14:30:52,612 - INFO - fetched 3 relevant articles for Singapore after filtering
2025-11-16 14:30:53,724 - INFO - fetching guardian page 1 for Singapore (2013-07-01 to 2013-09-30)
2025-11-16 14:30:54,346 - INFO - fetched 3 relevant articles for Singapore after filtering
2025-11-16 14:30:55,458 - INFO - fetching guardian page 1 for Singapore (2013-10-01 to 2013-12-31)
2025-11-16 14:30:55,946 - INFO - fetched 5 relevant articles for Singapore after filtering
